indice_tiempo,region_de_destino,origen_visitantes,visitas,observaciones
2011-05-01,litoral,residentes,43111,
2011-05-01,litoral,total,70078,
2011-05-01,norte,no residentes,2261,
2011-05-01,norte,residentes,8381,
2011-05-01,norte,total,10642,
2011-05-01,patagonia,no residentes,9887,
2011-05-01,patagonia,residentes,24208,
2011-05-01,patagonia,total,34095,
2011-06-01,buenos aires,no residentes,0,
2011-06-01,buenos aires,residentes,733,
2011-06-01,buenos aires,total,733,
2011-06-01,cordoba,no residentes,95,
2011-06-01,cordoba,residentes,709,
2011-06-01,cordoba,total,804,
2011-06-01,cuyo,no residentes,50,
2011-06-01,cuyo,residentes,1622,
2011-06-01,cuyo,total,1672,
2011-06-01,litoral,no residentes,23250,
2011-06-01,litoral,residentes,42743,
2011-06-01,litoral,total,65993,
2011-06-01,norte,no residentes,730,
2011-06-01,norte,residentes,5672,
2011-06-01,norte,total,6402,
2011-06-01,patagonia,no residentes,2262,
2011-06-01,patagonia,residentes,7543,
2011-06-01,patagonia,total,9804,
2011-07-01,buenos aires,no residentes,0,
2011-07-01,buenos aires,residentes,1515,
2011-07-01,buenos aires,total,1515,
2011-07-01,cordoba,no residentes,277,
2011-07-01,cordoba,residentes,1470,
2011-07-01,cordoba,total,1747,
2011-07-01,cuyo,no residentes,125,
2011-07-01,cuyo,residentes,7802,
2011-07-01,cuyo,total,7927,
2011-07-01,litoral,no residentes,33058,
2011-07-01,litoral,residentes,128622,
2011-07-01,litoral,total,161680,
2011-07-01,norte,no residentes,1992,
2011-07-01,norte,residentes,23913,
2011-07-01,norte,total,25905,
2011-07-01,patagonia,no residentes,6522,
2011-07-01,patagonia,residentes,24205,
2011-07-01,patagonia,total,30727,
2011-08-01,buenos aires,no residentes,0,
2011-08-01,buenos aires,residentes,1079,
2011-08-01,buenos aires,total,1079,
2011-08-01,cordoba,no residentes,304,
2011-08-01,cordoba,residentes,760,
2011-08-01,cordoba,total,1064,
2011-08-01,cuyo,no residentes,68,
2011-08-01,cuyo,residentes,2331,
2011-08-01,cuyo,total,2399,
2011-08-01,litoral,no residentes,30562,
2011-08-01,litoral,residentes,63216,
2011-08-01,litoral,total,93778,
2011-08-01,norte,no residentes,2981,
2011-08-01,norte,residentes,13481,
2011-08-01,norte,total,16462,
2011-08-01,patagonia,no residentes,8979,
2011-08-01,patagonia,residentes,19677,
2011-08-01,patagonia,total,28655,
2011-09-01,buenos aires,no residentes,0,
2011-09-01,buenos aires,residentes,1254,
2011-09-01,buenos aires,total,1254,
2011-09-01,cordoba,no residentes,176,
2011-09-01,cordoba,residentes,1099,
2011-09-01,cordoba,total,1275,
2011-09-01,cuyo,no residentes,73,
2011-09-01,cuyo,residentes,2619,
2011-09-01,cuyo,total,2692,
2011-09-01,litoral,no residentes,31528,
2011-09-01,litoral,residentes,83536,
2011-09-01,litoral,total,115064,
2011-09-01,norte,no residentes,2387,
2011-09-01,norte,residentes,16044,
2011-09-01,norte,total,18431,
2011-09-01,patagonia,no residentes,17612,
2011-09-01,patagonia,residentes,35097,
2011-09-01,patagonia,total,52709,
2011-10-01,buenos aires,no residentes,0,
2011-10-01,buenos aires,residentes,1762,
2011-10-01,buenos aires,total,1762,
2011-10-01,cordoba,no residentes,227,
2011-10-01,cordoba,residentes,1675,
2011-10-01,cordoba,total,1902,
2011-10-01,cuyo,no residentes,112,
2011-10-01,cuyo,residentes,3468,
2011-10-01,cuyo,total,3580,
2011-10-01,litoral,no residentes,40399,
2011-10-01,litoral,residentes,93591,
2011-10-01,litoral,total,133990,
2011-10-01,norte,no residentes,1808,
2011-10-01,norte,residentes,10381,
2011-10-01,norte,total,12189,
2011-10-01,patagonia,no residentes,38158,
2011-10-01,patagonia,residentes,63490,
2011-10-01,patagonia,total,101648,
2011-11-01,buenos aires,no residentes,0,
2011-11-01,buenos aires,residentes,1437,
2011-11-01,buenos aires,total,1437,
2011-11-01,cordoba,no residentes,213,
2011-11-01,cordoba,residentes,859,
2011-11-01,cordoba,total,1072,
2011-11-01,cuyo,no residentes,192,
2011-11-01,cuyo,residentes,2234,
2011-11-01,cuyo,total,2426,
2011-11-01,litoral,no residentes,50878,
2011-11-01,litoral,residentes,75815,
2011-11-01,litoral,total,126693,
2011-11-01,norte,no residentes,3414,
2011-11-01,norte,residentes,9424,
2011-11-01,norte,total,12838,
2011-11-01,patagonia,no residentes,71086,
2011-11-01,patagonia,residentes,54241,
2011-11-01,patagonia,total,125327,
2011-12-01,buenos aires,no residentes,0,
2011-12-01,buenos aires,residentes,750,
2011-12-01,buenos aires,total,750,
2011-12-01,cordoba,no residentes,230,
2011-12-01,cordoba,residentes,682,
2011-12-01,cordoba,total,912,
2011-12-01,cuyo,no residentes,154,
2011-12-01,cuyo,residentes,1369,
2011-12-01,cuyo,total,1523,
2011-12-01,litoral,no residentes,48921,
2011-12-01,litoral,residentes,59952,
2011-12-01,litoral,total,108873,
2011-12-01,norte,no residentes,3614,
2011-12-01,norte,residentes,10867,
2011-12-01,norte,total,14481,
2011-12-01,patagonia,no residentes,63736,
2011-12-01,patagonia,residentes,86950,
2011-12-01,patagonia,total,150686,
2012-01-01,buenos aires,no residentes,0,
2012-01-01,buenos aires,residentes,899,
2012-01-01,buenos aires,total,899,
2012-01-01,cordoba,no residentes,295,
2012-01-01,cordoba,residentes,1833,
2012-01-01,cordoba,total,2128,
2012-01-01,cuyo,no residentes,207,
2012-01-01,cuyo,residentes,5907,
2012-01-01,cuyo,total,6114,
2012-01-01,litoral,no residentes,58679,
2012-01-01,litoral,residentes,166974,
2012-01-01,litoral,total,225653,
2012-01-01,norte,no residentes,3003,
2012-01-01,norte,residentes,15487,
2012-01-01,norte,total,18490,
2012-01-01,patagonia,no residentes,91528,
2012-01-01,patagonia,residentes,281100,
2012-01-01,patagonia,total,372628,
2012-02-01,buenos aires,no residentes,0,
2012-02-01,buenos aires,residentes,1021,
2012-02-01,buenos aires,total,1021,
2012-02-01,cordoba,no residentes,188,
2012-02-01,cordoba,residentes,1490,
2012-02-01,cordoba,total,1678,
2012-02-01,cuyo,no residentes,256,
2012-02-01,cuyo,residentes,4795,
2012-02-01,cuyo,total,5051,
2012-02-01,litoral,no residentes,54850,
2012-02-01,litoral,residentes,119431,
2012-02-01,litoral,total,174281,
2012-02-01,norte,no residentes,2536,
2012-02-01,norte,residentes,11567,
2012-02-01,norte,total,14103,
2012-02-01,patagonia,no residentes,71409,
2012-02-01,patagonia,residentes,168339,
2012-02-01,patagonia,total,239748,
2012-03-01,buenos aires,no residentes,0,
2012-03-01,buenos aires,residentes,918,
2012-03-01,buenos aires,total,918,
2012-03-01,cordoba,no residentes,281,
2012-03-01,cordoba,residentes,1262,
2012-03-01,cordoba,total,1543,
2012-03-01,cuyo,no residentes,195,
2012-03-01,cuyo,residentes,2252,
2012-03-01,cuyo,total,2447,
2012-03-01,litoral,no residentes,47298,
2012-03-01,litoral,residentes,56361,
2012-03-01,litoral,total,103659,
2012-03-01,norte,no residentes,2384,
2012-03-01,norte,residentes,9233,
2012-03-01,norte,total,11617,
2012-03-01,patagonia,no residentes,49560,
2012-03-01,patagonia,residentes,78368,
2012-03-01,patagonia,total,127928,
2012-04-01,buenos aires,no residentes,0,
2012-04-01,buenos aires,residentes,2458,
2012-04-01,buenos aires,total,2458,
2012-04-01,cordoba,no residentes,242,
2012-04-01,cordoba,residentes,2403,
2012-04-01,cordoba,total,2645,
2012-04-01,cuyo,no residentes,154,
2012-04-01,cuyo,residentes,5548,
2012-04-01,cuyo,total,5702,
2012-04-01,litoral,no residentes,41925,
2012-04-01,litoral,residentes,105369,
2012-04-01,litoral,total,147294,
2012-04-01,norte,no residentes,4201,
2012-04-01,norte,residentes,19245,
2012-04-01,norte,total,23446,
2012-04-01,patagonia,no residentes,22351,
2012-04-01,patagonia,residentes,75347,
2012-04-01,patagonia,total,97699,
2012-05-01,buenos aires,no residentes,0,
2012-05-01,buenos aires,residentes,1195,
2012-05-01,buenos aires,total,1195,
2012-05-01,cordoba,no residentes,134,
2012-05-01,cordoba,residentes,991,
2012-05-01,cordoba,total,1125,
2012-05-01,cuyo,no residentes,88,
2012-05-01,cuyo,residentes,2490,
2012-05-01,cuyo,total,2578,
2012-05-01,litoral,no residentes,26997,
2012-05-01,litoral,residentes,55399,
2012-05-01,litoral,total,82396,
2012-05-01,norte,no residentes,894,
2012-05-01,norte,residentes,6570,
2012-05-01,norte,total,7464,
2012-05-01,patagonia,no residentes,8185,
2012-05-01,patagonia,residentes,22363,
2012-05-01,patagonia,total,30549,
2012-06-01,buenos aires,no residentes,0,
2012-06-01,buenos aires,residentes,1000,
2012-06-01,buenos aires,total,1000,
2012-06-01,cordoba,no residentes,145,
2012-06-01,cordoba,residentes,686,
2012-06-01,cordoba,total,831,
2012-06-01,cuyo,no residentes,30,
2012-06-01,cuyo,residentes,1381,
2012-06-01,cuyo,total,1411,
2012-06-01,litoral,no residentes,23846,
2012-06-01,litoral,residentes,46344,
2012-06-01,litoral,total,70190,
2012-06-01,norte,no residentes,975,
2012-06-01,norte,residentes,7335,
2012-06-01,norte,total,8309,
2012-06-01,patagonia,no residentes,7774,
2012-06-01,patagonia,residentes,18776,
2012-06-01,patagonia,total,26550,
2012-07-01,buenos aires,no residentes,0,
2012-07-01,buenos aires,residentes,1815,
2012-07-01,buenos aires,total,1815,
2012-07-01,cordoba,no residentes,188,
2012-07-01,cordoba,residentes,1526,
2012-07-01,cordoba,total,1714,
2012-07-01,cuyo,no residentes,73,
2012-07-01,cuyo,residentes,8973,
2012-07-01,cuyo,total,9046,
2012-07-01,litoral,no residentes,33696,
2012-07-01,litoral,residentes,164166,
2012-07-01,litoral,total,197862,
2012-07-01,norte,no residentes,1480,
2012-07-01,norte,residentes,31007,
2012-07-01,norte,total,32487,
2012-07-01,patagonia,no residentes,12279,
2012-07-01,patagonia,residentes,42923,
2012-07-01,patagonia,total,55202,
2012-08-01,buenos aires,no residentes,0,
2012-08-01,buenos aires,residentes,771,
2012-08-01,buenos aires,total,771,
2012-08-01,cordoba,no residentes,219,
2012-08-01,cordoba,residentes,1141,
2012-08-01,cordoba,total,1360,
2012-08-01,cuyo,no residentes,83,
2012-08-01,cuyo,residentes,2802,
2012-08-01,cuyo,total,2885,
2012-08-01,litoral,no residentes,32939,
2012-08-01,litoral,residentes,73297,
2012-08-01,litoral,total,106236,
2012-08-01,norte,no residentes,943,
2012-08-01,norte,residentes,8624,
2012-08-01,norte,total,9566,
2012-08-01,patagonia,no residentes,12814,
2012-08-01,patagonia,residentes,30623,
2012-08-01,patagonia,total,43437,
2012-09-01,buenos aires,no residentes,0,
2012-09-01,buenos aires,residentes,2262,
2012-09-01,buenos aires,total,2262,
2012-09-01,cordoba,no residentes,199,
2012-09-01,cordoba,residentes,1466,
2012-09-01,cordoba,total,1665,
2012-09-01,cuyo,no residentes,65,
2012-09-01,cuyo,residentes,3504,
2012-09-01,cuyo,total,3569,
2012-09-01,litoral,no residentes,33015,
2012-09-01,litoral,residentes,102094,
2012-09-01,litoral,total,135109,
2012-09-01,norte,no residentes,466,
2012-09-01,norte,residentes,10141,
2012-09-01,norte,total,10607,
2012-09-01,patagonia,no residentes,17684,
2012-09-01,patagonia,residentes,52541,
2012-09-01,patagonia,total,70226,
2012-10-01,buenos aires,no residentes,0,
2012-10-01,buenos aires,residentes,1018,
2012-10-01,buenos aires,total,1018,
2012-10-01,cordoba,no residentes,151,
2012-10-01,cordoba,residentes,1309,
2012-10-01,cordoba,total,1460,
2012-10-01,cuyo,no residentes,107,
2012-10-01,cuyo,residentes,3129,
2012-10-01,cuyo,total,3236,
2012-10-01,litoral,no residentes,42006,
2012-10-01,litoral,residentes,105940,
2012-10-01,litoral,total,147946,
2012-10-01,norte,no residentes,735,
2012-10-01,norte,residentes,9252,
2012-10-01,norte,total,9987,
2012-10-01,patagonia,no residentes,30194,
2012-10-01,patagonia,residentes,67427,
2012-10-01,patagonia,total,97622,
2012-11-01,buenos aires,no residentes,0,
2012-11-01,buenos aires,residentes,1484,
2012-11-01,buenos aires,total,1484,
2012-11-01,cordoba,no residentes,213,
2012-11-01,cordoba,residentes,1326,
2012-11-01,cordoba,total,1539,
2012-11-01,cuyo,no residentes,240,
2012-11-01,cuyo,residentes,2270,
2012-11-01,cuyo,total,2510,
2012-11-01,litoral,no residentes,51707,
2012-11-01,litoral,residentes,77324,
2012-11-01,litoral,total,129031,
2012-11-01,norte,no residentes,1058,
2012-11-01,norte,residentes,5722,
2012-11-01,norte,total,6780,
2012-11-01,patagonia,no residentes,62204,
2012-11-01,patagonia,residentes,80296,
2012-11-01,patagonia,total,142500,
2012-12-01,buenos aires,no residentes,0,
2012-12-01,buenos aires,residentes,294,
2012-12-01,buenos aires,total,294,
2012-12-01,cordoba,no residentes,152,
2012-12-01,cordoba,residentes,670,
2012-12-01,cordoba,total,822,
2012-12-01,cuyo,no residentes,164,
2012-12-01,cuyo,residentes,1229,
2012-12-01,cuyo,total,1393,
2012-12-01,litoral,no residentes,47214,
2012-12-01,litoral,residentes,52101,
2012-12-01,litoral,total,99315,
2012-12-01,norte,no residentes,561,
2012-12-01,norte,residentes,2866,
2012-12-01,norte,total,3427,
2012-12-01,patagonia,no residentes,60986,
2012-12-01,patagonia,residentes,70489,
2012-12-01,patagonia,total,131475,
2013-01-01,buenos aires,no residentes,0,
2013-01-01,buenos aires,residentes,661,
2013-01-01,buenos aires,total,661,
2013-01-01,cordoba,no residentes,197,
2013-01-01,cordoba,residentes,2234,
2013-01-01,cordoba,total,2431,
2013-01-01,cuyo,no residentes,217,
2013-01-01,cuyo,residentes,5339,
2013-01-01,cuyo,total,5556,
2013-01-01,litoral,no residentes,59221,
2013-01-01,litoral,residentes,156896,
2013-01-01,litoral,total,216117,
2013-01-01,norte,no residentes,919,
2013-01-01,norte,residentes,8511,
2013-01-01,norte,total,9430,
2013-01-01,patagonia,no residentes,79716,
2013-01-01,patagonia,residentes,430226,
2013-01-01,patagonia,total,509942,
2013-02-01,buenos aires,no residentes,0,
2013-02-01,buenos aires,residentes,751,
2013-02-01,buenos aires,total,751,
2013-02-01,cordoba,no residentes,151,
2013-02-01,cordoba,residentes,1511,
2013-02-01,cordoba,total,1662,
2013-02-01,cuyo,no residentes,187,
2013-02-01,cuyo,residentes,4506,
2013-02-01,cuyo,total,4693,
2013-02-01,litoral,no residentes,52311,
2013-02-01,litoral,residentes,110286,
2013-02-01,litoral,total,162597,
2013-02-01,norte,no residentes,1587,
2013-02-01,norte,residentes,9630,
2013-02-01,norte,total,11217,
2013-02-01,patagonia,no residentes,72314,
2013-02-01,patagonia,residentes,244016,
2013-02-01,patagonia,total,316330,
2013-03-01,buenos aires,no residentes,0,
2013-03-01,buenos aires,residentes,675,
2013-03-01,buenos aires,total,675,
2013-03-01,cordoba,no residentes,243,
2013-03-01,cordoba,residentes,2416,
2013-03-01,cordoba,total,2659,
2013-03-01,cuyo,no residentes,196,
2013-03-01,cuyo,residentes,4995,
2013-03-01,cuyo,total,5191,
2013-03-01,litoral,no residentes,48034,
2013-03-01,litoral,residentes,103031,
2013-03-01,litoral,total,151065,
2013-03-01,norte,no residentes,4312,
2013-03-01,norte,residentes,8892,
2013-03-01,norte,total,13204,
2013-03-01,patagonia,no residentes,48949,
2013-03-01,patagonia,residentes,141091,
2013-03-01,patagonia,total,190040,
2013-04-01,buenos aires,no residentes,0,
2013-04-01,buenos aires,residentes,1454,
2013-04-01,buenos aires,total,1454,
2013-04-01,cordoba,no residentes,170,
2013-04-01,cordoba,residentes,1824,
2013-04-01,cordoba,total,1994,
2013-04-01,cuyo,no residentes,127,
2013-04-01,cuyo,residentes,3649,
2013-04-01,cuyo,total,3776,
2013-04-01,litoral,no residentes,34039,
2013-04-01,litoral,residentes,63905,
2013-04-01,litoral,total,97944,
2013-04-01,norte,no residentes,632,
2013-04-01,norte,residentes,6869,
2013-04-01,norte,total,7501,
2013-04-01,patagonia,no residentes,23007,
2013-04-01,patagonia,residentes,65954,
2013-04-01,patagonia,total,88961,
2013-05-01,buenos aires,no residentes,0,
2013-05-01,buenos aires,residentes,1069,
2013-05-01,buenos aires,total,1069,
2013-05-01,cordoba,no residentes,167,
2013-05-01,cordoba,residentes,1484,
2013-05-01,cordoba,total,1651,
2013-05-01,cuyo,no residentes,56,
2013-05-01,cuyo,residentes,1934,
2013-05-01,cuyo,total,1990,
2013-05-01,litoral,no residentes,29712,
2013-05-01,litoral,residentes,44100,
2013-05-01,litoral,total,73812,
2013-05-01,norte,no residentes,409,
2013-05-01,norte,residentes,5900,
2013-05-01,norte,total,6309,
2013-05-01,patagonia,no residentes,10935,
2013-05-01,patagonia,residentes,23409,
2013-05-01,patagonia,total,34343,
2013-06-01,buenos aires,no residentes,0,
2013-06-01,buenos aires,residentes,1370,
2013-06-01,buenos aires,total,1370,
2013-06-01,cordoba,no residentes,133,
2013-06-01,cordoba,residentes,1106,
2013-06-01,cordoba,total,1239,
2013-06-01,cuyo,no residentes,73,
2013-06-01,cuyo,residentes,3345,
2013-06-01,cuyo,total,3418,
2013-06-01,litoral,no residentes,22009,
2013-06-01,litoral,residentes,64769,
2013-06-01,litoral,total,86778,
2013-06-01,norte,no residentes,275,
2013-06-01,norte,residentes,8004,
2013-06-01,norte,total,8279,
2013-06-01,patagonia,no residentes,10373,
2013-06-01,patagonia,residentes,24583,
2013-06-01,patagonia,total,34956,
2013-07-01,buenos aires,no residentes,0,
2013-07-01,buenos aires,residentes,1309,
2013-07-01,buenos aires,total,1309,
2013-07-01,cordoba,no residentes,188,
2013-07-01,cordoba,residentes,2255,
2013-07-01,cordoba,total,2443,
2013-07-01,cuyo,no residentes,104,
2013-07-01,cuyo,residentes,8711,
2013-07-01,cuyo,total,8815,
2013-07-01,litoral,no residentes,36368,
2013-07-01,litoral,residentes,103269,
2013-07-01,litoral,total,139637,
2013-07-01,norte,no residentes,581,
2013-07-01,norte,residentes,22828,
2013-07-01,norte,total,23409,
2013-07-01,patagonia,no residentes,18284,
2013-07-01,patagonia,residentes,54505,
2013-07-01,patagonia,total,72790,
2013-08-01,buenos aires,no residentes,0,
2013-08-01,buenos aires,residentes,295,
2013-08-01,buenos aires,total,295,
2013-08-01,cordoba,no residentes,177,
2013-08-01,cordoba,residentes,1206,
2013-08-01,cordoba,total,1383,
2013-08-01,cuyo,no residentes,83,
2013-08-01,cuyo,residentes,2448,
2013-08-01,cuyo,total,2531,
2013-08-01,litoral,no residentes,33019,
2013-08-01,litoral,residentes,59692,
2013-08-01,litoral,total,92711,
2013-08-01,norte,no residentes,792,
2013-08-01,norte,residentes,9236,
2013-08-01,norte,total,10028,
2013-08-01,patagonia,no residentes,16315,
2013-08-01,patagonia,residentes,36763,
2013-08-01,patagonia,total,53078,
2013-09-01,buenos aires,no residentes,0,
2013-09-01,buenos aires,residentes,1210,
2013-09-01,buenos aires,total,1210,
2013-09-01,cordoba,no residentes,108,
2013-09-01,cordoba,residentes,1843,
2013-09-01,cordoba,total,1951,
2013-09-01,cuyo,no residentes,57,
2013-09-01,cuyo,residentes,2633,
2013-09-01,cuyo,total,2690,
2013-09-01,litoral,no residentes,33067,
2013-09-01,litoral,residentes,77648,
2013-09-01,litoral,total,110715,
2013-09-01,norte,no residentes,653,
2013-09-01,norte,residentes,9591,
2013-09-01,norte,total,10244,
2013-09-01,patagonia,no residentes,21338,
2013-09-01,patagonia,residentes,57927,
2013-09-01,patagonia,total,79265,
2013-10-01,buenos aires,no residentes,0,
2013-10-01,buenos aires,residentes,1830,
2013-10-01,buenos aires,total,1830,
2013-10-01,cordoba,no residentes,178,
2013-10-01,cordoba,residentes,1397,
2013-10-01,cordoba,total,1575,
2013-10-01,cuyo,no residentes,139,
2013-10-01,cuyo,residentes,3854,
2013-10-01,cuyo,total,3993,
2013-10-01,litoral,no residentes,43941,
2013-10-01,litoral,residentes,91600,
2013-10-01,litoral,total,135541,
2013-10-01,norte,no residentes,1532,
2013-10-01,norte,residentes,8701,
2013-10-01,norte,total,10233,
2013-10-01,patagonia,no residentes,30238,
